CHEMBL_ID,SMILES,IC50_nM,Relation,Assay_ID,Reference_ID,pChEMBL
CHEMBL1761994,c1ccc2c(c1)ccc[n+]2CCCCCCC[n+]1cccc2ccccc21,90.0,=,CHEMBL1763498,CHEMBL1759923,7.05
CHEMBL1761995,c1ccc2c(c1)ccc[n+]2CCCCCCCC[n+]1cccc2ccccc21,80.0,=,CHEMBL1763498,CHEMBL1759923,7.1
CHEMBL1762833,COc1ccc(C2c3c(nc4c(c3N)CCCC4)Oc3ccc4ccccc4c32)cc1OC,83.0,=,CHEMBL4613613,CHEMBL4613210,7.08
CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],32.36,=,CHEMBL638600,CHEMBL1136713,7.49
CHEMBL176521,CC[N+](C)(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,8.128,=,CHEMBL638449,CHEMBL1136713,8.09
CHEMBL176585,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,48.98,=,CHEMBL638449,CHEMBL1136713,7.31
CHEMBL1771556,COc1cc2c(cc1OC)CN(c1cc[n+](Cc3ccc(C[n+]4ccc(N5CCCCC5)cc4)cc3)cc1)CC2,62.0,=,CHEMBL1772319,CHEMBL1770085,7.21
CHEMBL1773482,CCN(CC)CCCOc1ccc(C(=O)c2ccc(CN(C)Cc3ccccc3)cc2)cc1,25.0,=,CHEMBL1775596,CHEMBL1773070,7.6
CHEMBL1773483,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCCCC3)cc2)cc1,24.0,=,CHEMBL1775596,CHEMBL1773070,7.62
CHEMBL1773485,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)cc1,68.0,=,CHEMBL1775596,CHEMBL1773070,7.17
CHEMBL1782707,CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1,9.0,=,CHEMBL1787068,CHEMBL1781988,8.05
CHEMBL178294,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,56.0,=,CHEMBL874440,CHEMBL1142685,7.25
CHEMBL1783499,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,14.0,=,CHEMBL1785400,CHEMBL1781893,7.85
CHEMBL1783514,COc1cccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)c1,3.0,=,CHEMBL1785400,CHEMBL1781893,8.52
CHEMBL1783515,COc1ccc(CN(C)[C@@H](C)[C@H]2[C@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(C)CSC(C(C)C)=N[C@H]6CC[C@@]56C[C@@]46C(=O)C[C@]23C)cc1,9.0,=,CHEMBL1785400,CHEMBL1781893,8.05
CHEMBL1783516,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6C(F)(F)F)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,11.0,=,CHEMBL1785400,CHEMBL1781893,7.96
CHEMBL1783517,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6cccc(C(F)(F)F)c6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,3.0,=,CHEMBL1785400,CHEMBL1781893,8.52
CHEMBL1783518,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccc(C(F)(F)F)cc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,3.0,=,CHEMBL1785400,CHEMBL1781893,8.52
CHEMBL1783519,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCN6C(=O)c7ccccc7C6=O)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,70.0,=,CHEMBL1785400,CHEMBL1781893,7.16
CHEMBL1783520,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,60.0,=,CHEMBL1785400,CHEMBL1781893,7.22
CHEMBL1783521,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,76.0,=,CHEMBL1785400,CHEMBL1781893,7.12
CHEMBL1783523,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C(=O)c6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,43.0,=,CHEMBL1785400,CHEMBL1781893,7.37
CHEMBL1783525,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,7.0,=,CHEMBL1785400,CHEMBL1781893,8.15
CHEMBL1783526,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,20.0,=,CHEMBL1785400,CHEMBL1781893,7.7
CHEMBL1783527,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1,76.0,=,CHEMBL1785400,CHEMBL1781893,7.12
CHEMBL1783528,COc1ccccc1CN(C)[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)CSC(C(C)C)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C,6.0,=,CHEMBL1785400,CHEMBL1781893,8.22
CHEMBL1783534,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)C=C1,25.0,=,CHEMBL1785400,CHEMBL1781893,7.6
CHEMBL178770,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCOC1O2,23.0,=,CHEMBL874440,CHEMBL1142685,7.64
CHEMBL1794936,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCCCCCN1C(=O)c3ccccc3S1(=O)=O)C2,50.0,=,CHEMBL1047004,CHEMBL1156800,7.3
CHEMBL180483,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,50.0,=,CHEMBL1931706,CHEMBL1926558,7.3
CHEMBL1814729,O=C(NCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.815,=,CHEMBL1816232,CHEMBL1811888,9.09
CHEMBL1814730,O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.809,=,CHEMBL1816232,CHEMBL1811888,9.09
CHEMBL1814731,O=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)c1ccc(F)cc1,0.784,=,CHEMBL1816232,CHEMBL1811888,9.11
CHEMBL1819169,c1ccc2c(NCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,68.9,=,CHEMBL1820356,CHEMBL1817594,7.16
CHEMBL1819170,c1ccc2c(NCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,44.5,=,CHEMBL1820356,CHEMBL1817594,7.35
CHEMBL1819171,c1ccc2c(NCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,16.5,=,CHEMBL1820356,CHEMBL1817594,7.78
CHEMBL1819172,c1ccc2c(NCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,34.0,=,CHEMBL1820356,CHEMBL1817594,7.47
CHEMBL1819173,c1ccc2c(NCCCCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,28.4,=,CHEMBL1820356,CHEMBL1817594,7.55
CHEMBL1819175,c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,13.9,=,CHEMBL1820356,CHEMBL1817594,7.86
CHEMBL1819176,Clc1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,1.05,=,CHEMBL1820356,CHEMBL1817594,8.98
CHEMBL1819177,Clc1ccc2c(NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)-c3ccccc3C4)c3c(nc2c1)CCCC3,12.1,=,CHEMBL1820356,CHEMBL1817594,7.92
CHEMBL183813,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)CCC(=O)C(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1,60.0,=,CHEMBL832772,CHEMBL1141884,7.22
CHEMBL186042,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccccc3)cc1)C2,4.6,=,CHEMBL832763,CHEMBL1138798,8.34
CHEMBL186144,COc1cc2cc(C(=O)C3CCC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC,8.0,=,CHEMBL832763,CHEMBL1138798,8.1
CHEMBL186264,CCOCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,7.0,=,CHEMBL832763,CHEMBL1138798,8.15
CHEMBL187404,c1cc(C[n+]2ccc(N3CCCCC3)cc2)cc(-c2cccc(C[n+]3ccc(N4CCCCC4)cc3)c2)c1,60.0,=,CHEMBL1772319,CHEMBL1770085,7.22
CHEMBL187818,COc1cc2c(cc1OC)SC(C(=O)CCc1cc[n+](Cc3ccc(F)cc3)cc1)C2,2.6,=,CHEMBL832763,CHEMBL1138798,8.59
CHEMBL187870,CCCCCCCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,20.3,=,CHEMBL831104,CHEMBL1137822,7.69
CHEMBL188274,CNC(=O)Oc1cccc(C(C)N(C)C)c1,100.0,=,CHEMBL831104,CHEMBL1137822,7.0
CHEMBL188714,COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1,54.0,=,CHEMBL832763,CHEMBL1138798,7.27
CHEMBL188821,c1cc(C[n+]2ccc(N3CCCCC3)cc2)ccc1C[n+]1ccc(N2CCCCC2)cc1,75.0,=,CHEMBL1772319,CHEMBL1770085,7.12
CHEMBL188823,COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,5.8,=,CHEMBL832763,CHEMBL1138798,8.24
CHEMBL189122,C=CC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,6.27,=,CHEMBL832763,CHEMBL1138798,8.2
CHEMBL189774,COCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,30.0,=,CHEMBL832763,CHEMBL1138798,7.52
CHEMBL189906,CNC(=O)Oc1cccc2c1OCC1CCN(C)C21,30.0,=,CHEMBL831104,CHEMBL1137822,7.52
CHEMBL189907,CNC(=O)Oc1cccc2c1CCC1CCN(C)C21,17.3,=,CHEMBL831104,CHEMBL1137822,7.76
CHEMBL189957,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,51.6,=,CHEMBL5216381,CHEMBL5214927,7.29
CHEMBL190322,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,8.11,=,CHEMBL831104,CHEMBL1137822,8.09
CHEMBL1912058,O=C(CCCC[C@H]1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.471,=,CHEMBL1912247,CHEMBL1909586,9.33
CHEMBL1912059,O=C(CCCC[C@@H]1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.23,=,CHEMBL1912247,CHEMBL1909586,9.64
CHEMBL1912060,O=C(CCCCc1cccs1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,2.66,=,CHEMBL1912247,CHEMBL1909586,8.57
CHEMBL191314,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1,79.1,=,CHEMBL1119333,CHEMBL1155460,7.1
CHEMBL191758,NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,21.5,=,CHEMBL832842,CHEMBL1141170,7.67
CHEMBL192682,O=C(CCCCC1CCSS1)NCCNc1c2c(nc3ccccc13)CCCC2,97.0,=,CHEMBL832842,CHEMBL1141170,7.01
CHEMBL1940612,CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,9.73,=,CHEMBL1941523,CHEMBL1938257,8.01
CHEMBL1940613,CCN(CCCCCCNC1=CC(=O)c2ncccc2C1=O)Cc1ccccc1OC,27.9,=,CHEMBL1941523,CHEMBL1938257,7.55
CHEMBL1940614,CCN(CCCCCCNC1=CC(=O)C(C)=C(C)C1=O)Cc1ccccc1OC,29.0,=,CHEMBL1941523,CHEMBL1938257,7.54
CHEMBL1940615,CCN(CCCCCCNC1=CC(=O)C(OC)=CC1=O)Cc1ccccc1OC,65.3,=,CHEMBL1941523,CHEMBL1938257,7.18
CHEMBL1940738,COc1cc2oc(=O)c(OCCCCOc3cc(O)cc(N(C)C)c3)c(C)c2cc1OC,0.236,=,CHEMBL1942987,CHEMBL1938328,9.63
CHEMBL194823,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.25,=,CHEMBL945890,CHEMBL1141467,9.6
CHEMBL195067,O=C(CCCCC1CCSS1)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,32.7,=,CHEMBL832842,CHEMBL1141170,7.49
CHEMBL195179,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3ccccc13)CCCC2,6.96,=,CHEMBL832842,CHEMBL1141170,8.16
CHEMBL195241,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,4.1,=,CHEMBL3090660,CHEMBL3085748,8.39
CHEMBL195418,Cc1c(Cl)nc2ccccc2c1C(=O)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,3.0,=,CHEMBL832710,CHEMBL1139512,8.52
CHEMBL197696,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,14.0,=,CHEMBL885189,CHEMBL1140446,7.85
CHEMBL19949,CC[N+](C)(CCCCCC(=O)N1CCC(CCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,5.754,=,CHEMBL917209,CHEMBL1149275,8.24
CHEMBL199670,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12,0.5,=,CHEMBL864026,CHEMBL1147732,9.3
CHEMBL2011483,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,0.89,=,CHEMBL2015198,CHEMBL2010698,9.05
CHEMBL2011487,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,0.42,=,CHEMBL2015198,CHEMBL2010698,9.38
CHEMBL2011488,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2,1.38,=,CHEMBL2015198,CHEMBL2010698,8.86
CHEMBL2011491,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,0.74,=,CHEMBL2015198,CHEMBL2010698,9.13
CHEMBL2011495,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,0.31,=,CHEMBL2015198,CHEMBL2010698,9.51
CHEMBL2011496,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2,1.32,=,CHEMBL2015198,CHEMBL2010698,8.88
CHEMBL2011499,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2,13.6,=,CHEMBL2015198,CHEMBL2010698,7.87
CHEMBL2018162,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5cc([C@H]6C[C@H]7C(C(=O)OC)[C@H](Cc8c6[nH]c6ccccc86)N(C)C[C@H]7CC)ccc45)[C@](C(=O)OC)(C2)[C@H]13,71.0,=,CHEMBL2020016,CHEMBL2016507,7.15
CHEMBL2019030,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,17.5,=,CHEMBL2020732,CHEMBL2016543,7.76
CHEMBL2019032,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2ccccc2o1,0.3,=,CHEMBL2020732,CHEMBL2016543,9.52
CHEMBL2019034,COc1ccc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc(=O)c2c1,0.775,=,CHEMBL2020732,CHEMBL2016543,9.11
CHEMBL2019035,COc1ccc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2c1,0.1,=,CHEMBL2020732,CHEMBL2016543,10.0
CHEMBL2019037,COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1,2.3,=,CHEMBL2020732,CHEMBL2016543,8.64
CHEMBL2019038,COc1cc(OC)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)oc2c1,0.35,=,CHEMBL2020732,CHEMBL2016543,9.46
CHEMBL2019040,COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc(=O)c2cc1OC,1.8,=,CHEMBL2020732,CHEMBL2016543,8.74
CHEMBL2019041,COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2cc1OC,0.2,=,CHEMBL2020732,CHEMBL2016543,9.7
CHEMBL2019043,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,8.0,=,CHEMBL2020732,CHEMBL2016543,8.1
CHEMBL2019044,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,1.0,=,CHEMBL2020732,CHEMBL2016543,9.0
CHEMBL2019046,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc2c1,1.0,=,CHEMBL2020732,CHEMBL2016543,9.0
CHEMBL2019047,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,2.3,=,CHEMBL2020732,CHEMBL2016543,8.64
CHEMBL2019048,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)oc2c1,0.035,=,CHEMBL2020732,CHEMBL2016543,10.46
CHEMBL2019049,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,0.065,=,CHEMBL2020732,CHEMBL2016543,10.19
CHEMBL2019052,O=C(NCCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1,6.5,=,CHEMBL2020732,CHEMBL2016543,8.19
CHEMBL2019053,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cc(=O)c2cc(O)c(O)cc2o1,0.09,=,CHEMBL2020732,CHEMBL2016543,10.05
CHEMBL202661,O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12,0.87,=,CHEMBL864026,CHEMBL1147732,9.06
CHEMBL2047525,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc(-c3cc4ccccc4oc3=O)cc2)c1,1.2,=,CHEMBL5216385,CHEMBL5214927,8.92
CHEMBL2047528,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,74.9,=,CHEMBL2049770,CHEMBL2046402,7.13
CHEMBL2047530,CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,89.5,=,CHEMBL2049770,CHEMBL2046402,7.05
CHEMBL204895,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,36.0,=,CHEMBL5216357,CHEMBL5214927,7.44
CHEMBL205231,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,4.0,=,CHEMBL5216366,CHEMBL5214927,8.4
CHEMBL205340,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,94.0,=,CHEMBL859798,CHEMBL1146079,7.03
CHEMBL205895,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,13.0,=,CHEMBL859798,CHEMBL1146079,7.89
CHEMBL205940,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1N2C,56.0,=,CHEMBL859798,CHEMBL1146079,7.25
CHEMBL206093,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@@]1(C)CCO[C@H]1O2,36.0,=,CHEMBL859798,CHEMBL1146079,7.44
CHEMBL2064404,O=C(CCN1CCCCC1)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1,51.7,=,CHEMBL2066006,CHEMBL2062461,7.29
CHEMBL2064464,CN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,14.9,=,CHEMBL2066006,CHEMBL2062461,7.83
CHEMBL2064465,CCN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,4.97,=,CHEMBL2066006,CHEMBL2062461,8.3
CHEMBL2064466,CN(CCC(=O)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,70.3,=,CHEMBL2066006,CHEMBL2062461,7.15
CHEMBL2064468,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,40.7,=,CHEMBL2066006,CHEMBL2062461,7.39
CHEMBL2064470,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)c1ccccc1,84.8,=,CHEMBL2066006,CHEMBL2062461,7.07
CHEMBL2064471,O=C(CCNCCNc1c2c(nc3ccccc13)CCCC2)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1,4.49,=,CHEMBL2066006,CHEMBL2062461,8.35
CHEMBL207777,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CO[C@@H](C1)O2,97.0,=,CHEMBL859798,CHEMBL1146079,7.01
CHEMBL208599,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2,0.32,=,CHEMBL644108,CHEMBL1133449,9.49
CHEMBL2088785,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1N,9.4,=,CHEMBL2090206,CHEMBL2086277,8.03
CHEMBL2088786,N#Cc1cc(C#N)c(NCCCCC2CCN(Cc3ccccc3)CC2)nc1N,70.0,=,CHEMBL2090206,CHEMBL2086277,7.16
CHEMBL209392,N#Cc1ccccc1-c1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,73.6,=,CHEMBL868603,CHEMBL1138964,7.13
CHEMBL2113367,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@H](C1)C2,0.29,=,CHEMBL828047,CHEMBL1142714,9.54
CHEMBL2113368,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(NCCCN(C)CCCCNc4c5c(nc6ccccc46)CCCC5)c3[C@H](C1)C2,0.32,=,CHEMBL828047,CHEMBL1142714,9.49
CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,18.8,=,CHEMBL1176719,CHEMBL1177652,7.73
CHEMBL2147460,CN(C)c1ccccc1CNCCCCCCCNc1c2c(nc3ccccc13)CCCC2,5.18,=,CHEMBL2148332,CHEMBL2146404,8.29
CHEMBL2147461,CN(C)c1ccccc1CNCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,4.04,=,CHEMBL2148332,CHEMBL2146404,8.39
CHEMBL2147462,CN(C)c1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,3.52,=,CHEMBL2148332,CHEMBL2146404,8.45
CHEMBL216159,COc1cc(C(=O)NCCCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,5.24,=,CHEMBL912241,CHEMBL1138205,8.28
CHEMBL2171309,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,11.64,=,CHEMBL3238723,CHEMBL3232801,7.93
CHEMBL218443,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,73.3,=,CHEMBL895407,CHEMBL1148814,7.13
CHEMBL218940,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3,58.0,=,CHEMBL913362,CHEMBL1138213,7.24
CHEMBL219264,COc1cc(CCC(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,8.39,=,CHEMBL912241,CHEMBL1138205,8.08
CHEMBL219316,COc1cc(CCC(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,59.0,=,CHEMBL912241,CHEMBL1138205,7.23
CHEMBL219550,COc1cc(C(=O)NCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,17.0,=,CHEMBL912241,CHEMBL1138205,7.77
CHEMBL219569,COc1cc(C(=O)NCCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,5.65,=,CHEMBL912241,CHEMBL1138205,8.25
CHEMBL221992,CC[N+](C)(CCCCCC(=O)N1CCC(CCCC2CCN(C(=O)CCCCC[N+](C)(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC,5.754,=,CHEMBL917209,CHEMBL1149275,8.24
