CHEMBL_ID,SMILES,IC50_nM,Relation,Assay_ID,Reference_ID,pChEMBL
CHEMBL1190127,O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,18.3,=,CHEMBL5241709,CHEMBL5241074,7.74
CHEMBL1194486,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,11.4,=,CHEMBL5241709,CHEMBL5241074,7.94
CHEMBL1194487,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,14.0,=,CHEMBL5241709,CHEMBL5241074,7.85
CHEMBL1195130,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,11.1,=,CHEMBL5241709,CHEMBL5241074,7.96
CHEMBL1196204,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,7.03,=,CHEMBL5241709,CHEMBL5241074,8.15
CHEMBL1196495,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCCO2,30.2,=,CHEMBL1664219,CHEMBL1649350,7.52
CHEMBL1198953,C[n+]1ccc2c3ccccc3n(CCCCCCCCCn3c4ccccc4c4cc[n+](C)cc43)c2c1,0.6,=,CHEMBL5235525,CHEMBL5233266,9.22
CHEMBL120279,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,10.0,=,CHEMBL644832,CHEMBL1135547,8.0
CHEMBL1203534,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,95.0,=,CHEMBL636834,CHEMBL1126972,7.02
CHEMBL1203984,CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)c(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1OCC[N+](CC)(CC)CC,23.2,=,CHEMBL900177,CHEMBL1138241,7.63
CHEMBL1203985,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1,7.61,=,CHEMBL900177,CHEMBL1138241,8.12
CHEMBL1203986,CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)cc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)c1,15.8,=,CHEMBL900177,CHEMBL1138241,7.8
CHEMBL1204162,c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,74.0,=,CHEMBL644839,CHEMBL1134774,7.13
CHEMBL1204296,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,66.0,=,CHEMBL644839,CHEMBL1134774,7.18
CHEMBL1204299,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1,39.0,=,CHEMBL644839,CHEMBL1134774,7.41
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,40.0,=,CHEMBL1918466,CHEMBL1914414,7.4
CHEMBL121810,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,65.0,=,CHEMBL644832,CHEMBL1135547,7.19
CHEMBL122834,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,10.0,=,CHEMBL644832,CHEMBL1135547,8.0
CHEMBL123249,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,24.0,=,CHEMBL644832,CHEMBL1135547,7.62
CHEMBL1240668,C[C@H](c1cccc(OC(=O)N(C)C)c1)N1CCCCC1,32.0,=,CHEMBL1249049,CHEMBL1240490,7.5
CHEMBL1241427,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2,56.7,=,CHEMBL1249049,CHEMBL1240490,7.25
CHEMBL124156,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,54.6,=,CHEMBL644104,CHEMBL1134674,7.26
CHEMBL1242981,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1,27.0,=,CHEMBL5043646,CHEMBL5042497,7.57
CHEMBL1243012,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2,40.0,=,CHEMBL1249049,CHEMBL1240490,7.4
CHEMBL1243329,CNC(=O)Oc1ccc2c(c1)SC[C@@H]1CCN(C)[C@H]21,8.11,=,CHEMBL1249049,CHEMBL1240490,8.09
CHEMBL1243359,CNC(=O)Oc1ccc2c(c1)CC[C@@H]1CCN(C)[C@H]21,17.3,=,CHEMBL1249049,CHEMBL1240490,7.76
CHEMBL1243360,CCOC(=O)C1=CN(C)c2cccc(OC(=O)N(C)C)c2C1,7.0,=,CHEMBL1249049,CHEMBL1240490,8.15
CHEMBL124933,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1.4,=,CHEMBL1119333,CHEMBL1155460,8.85
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,0.54,=,CHEMBL3385584,CHEMBL3352315,9.27
CHEMBL1257885,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2,100.0,=,CHEMBL1260200,CHEMBL1255181,7.0
CHEMBL126354,O=C(c1ccc([N+](=O)[O-])cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,5.4,=,CHEMBL1119333,CHEMBL1155460,8.27
CHEMBL127465,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCN2CCOCC2)c1,27.4,=,CHEMBL1119333,CHEMBL1155460,7.56
CHEMBL127527,COc1cccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)c1,46.0,=,CHEMBL1119333,CHEMBL1155460,7.34
CHEMBL127857,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,8.9,=,CHEMBL5216381,CHEMBL5214927,8.05
CHEMBL128043,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,31.0,=,CHEMBL1119333,CHEMBL1155460,7.51
CHEMBL128202,CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,0.56,=,CHEMBL3049408,CHEMBL3046901,9.25
CHEMBL128260,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)Nc2ccccc2)c1,2.8,=,CHEMBL3049408,CHEMBL3046901,8.55
CHEMBL128390,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,13.0,=,CHEMBL3829830,CHEMBL3826877,7.89
CHEMBL128452,CCCCNC(=O)Oc1cccc(CN(CCC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,70.0,=,CHEMBL3049408,CHEMBL3046901,7.16
CHEMBL128471,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,5.7,=,CHEMBL1119333,CHEMBL1155460,8.24
CHEMBL128551,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,14.0,=,CHEMBL1119333,CHEMBL1155460,7.85
CHEMBL128618,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,8.9,=,CHEMBL1119333,CHEMBL1155460,8.05
CHEMBL128780,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,100.0,=,CHEMBL3049408,CHEMBL3046901,7.0
CHEMBL128863,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,13.0,=,CHEMBL1119333,CHEMBL1155460,7.89
CHEMBL129753,CNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,37.0,=,CHEMBL1119333,CHEMBL1155460,7.43
CHEMBL129837,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,50.0,=,CHEMBL5043646,CHEMBL5042497,7.3
CHEMBL130098,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,100.0,=,CHEMBL643384,CHEMBL1148382,7.0
CHEMBL130270,CC(C)c1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,15.0,=,CHEMBL1249049,CHEMBL1240490,7.82
CHEMBL130373,Nc1c2c(nc3cnccc13)OCCC2,42.0,=,CHEMBL644109,CHEMBL1126001,7.38
CHEMBL130666,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,26.0,=,CHEMBL643384,CHEMBL1148382,7.58
CHEMBL130672,Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1C,31.0,=,CHEMBL644628,CHEMBL1134282,7.51
CHEMBL130847,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,36.0,=,CHEMBL1119333,CHEMBL1155460,7.44
CHEMBL130918,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,8.9,=,CHEMBL1119333,CHEMBL1155460,8.05
CHEMBL131210,Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,78.0,=,CHEMBL1249049,CHEMBL1240490,7.11
CHEMBL131219,CCCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,4.0,=,CHEMBL1119333,CHEMBL1155460,8.4
CHEMBL13122,CN(C)Cc1ccc(CSCCNc2cc(NCCSCc3ccc(CN(C)C)o3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,28.0,=,CHEMBL644790,CHEMBL1125408,7.55
CHEMBL131411,CCCCNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,100.0,=,CHEMBL1119333,CHEMBL1155460,7.0
CHEMBL131579,CNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1,0.7,=,CHEMBL1119333,CHEMBL1155460,9.15
CHEMBL131598,Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,28.0,=,CHEMBL644628,CHEMBL1134282,7.55
CHEMBL131827,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,1.1,=,CHEMBL1119333,CHEMBL1155460,8.96
CHEMBL132030,Nc1c2c(nc3cccc(F)c13)CCCC2,78.0,=,CHEMBL644109,CHEMBL1126001,7.11
CHEMBL13206,CN(C)Cc1ccc(CSCCN/C=C(/NCCSCc2ccc(CN(C)C)o2)[N+](=O)[O-])o1,74.0,=,CHEMBL644790,CHEMBL1125408,7.13
CHEMBL133906,Cc1cccc2nc3c(c(N)c12)CCCC3,99.0,=,CHEMBL644109,CHEMBL1126001,7.0
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,9.333,=,CHEMBL829159,CHEMBL1138734,8.03
CHEMBL134342,O=C(O)CCCC[C@@H]1CCSS1,1.0,=,CHEMBL945890,CHEMBL1141467,9.0
CHEMBL137059,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc1ccccc1,37.15,=,CHEMBL638449,CHEMBL1136713,7.43
CHEMBL138107,O=C(Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O)c1ccccc1,1.2,=,CHEMBL1119333,CHEMBL1155460,8.92
CHEMBL138442,Nc1cccc2c1C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,11.0,=,CHEMBL1119333,CHEMBL1155460,7.96
CHEMBL138552,O=c1[nH]c2cc(Cl)ccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,4.5,=,CHEMBL1119333,CHEMBL1155460,8.35
CHEMBL139353,Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.8,=,CHEMBL1119333,CHEMBL1155460,8.06
CHEMBL139819,CCC1=CC2Cc3nc4cccc(Cl)c4c(N)c3C(C1)C2,11.7,=,CHEMBL644108,CHEMBL1133449,7.93
CHEMBL140020,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,7.998,=,CHEMBL641238,CHEMBL1130277,8.1
CHEMBL140106,O=C1c2cccnc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,13.0,=,CHEMBL1119333,CHEMBL1155460,7.89
CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,0.32,=,CHEMBL644108,CHEMBL1133449,9.49
CHEMBL140737,O=C(c1ccc(F)cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,18.0,=,CHEMBL1119333,CHEMBL1155460,7.75
CHEMBL140770,COc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,8.0,=,CHEMBL1119333,CHEMBL1155460,8.1
CHEMBL140990,O=C1Cc2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,17.0,=,CHEMBL1119333,CHEMBL1155460,7.77
CHEMBL140999,O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,2.4,=,CHEMBL1119333,CHEMBL1155460,8.62
CHEMBL141001,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,9.0,=,CHEMBL1119333,CHEMBL1155460,8.05
CHEMBL141042,O=C1Cc2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,23.0,=,CHEMBL1119333,CHEMBL1155460,7.64
CHEMBL141167,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1cccc(F)c1,65.0,=,CHEMBL1119333,CHEMBL1155460,7.19
CHEMBL141276,O=C1Nc2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,13.0,=,CHEMBL1119333,CHEMBL1155460,7.89
CHEMBL142491,CCC1=CC2Cc3nc4cccc(F)c4c(N)c3C(C1)C2,29.5,=,CHEMBL644108,CHEMBL1133449,7.53
CHEMBL143055,CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,18.2,=,CHEMBL638449,CHEMBL1136713,7.74
CHEMBL143094,CCC1=CC2Cc3nc4cc(C)cc(C)c4c(N)c3C(C1)C2,4.96,=,CHEMBL644108,CHEMBL1133449,8.3
CHEMBL143290,CC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,2.2,=,CHEMBL644108,CHEMBL1133449,8.66
CHEMBL143812,CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,0.3236,=,CHEMBL829154,CHEMBL1138734,9.49
CHEMBL1459580,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1,30.0,=,CHEMBL3862972,CHEMBL3861988,7.52
CHEMBL148882,CC(c1cccc(OC(=O)N(C)C)c1)N(C)C,30.0,=,CHEMBL645005,CHEMBL1135657,7.52
CHEMBL15056,c1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)c3c(nc2c1)CCCC3,2.6,=,CHEMBL945890,CHEMBL1141467,8.59
CHEMBL1524,CN1CC[C@@]23C=C[C@H](O)C[C@@H]2Oc2c(O)ccc(c23)C1,100.0,=,CHEMBL925438,CHEMBL1141279,7.0
CHEMBL152826,COc1cc2c(c(OC)c1)C(=O)C(C)C2,25.12,=,CHEMBL648290,CHEMBL1126157,7.6
CHEMBL153848,COc1cc2c(cc1OC(C)C)CC(C)C2=O,8.913,=,CHEMBL648290,CHEMBL1126157,8.05
CHEMBL153865,CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1,5.3,=,CHEMBL643386,CHEMBL1126158,8.28
CHEMBL154211,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,30.0,=,CHEMBL636834,CHEMBL1126972,7.52
CHEMBL154848,COc1cc2c(cc1OC)C(=O)C(C)C2,5.248,=,CHEMBL648290,CHEMBL1126157,8.28
CHEMBL154972,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,73.0,=,CHEMBL636834,CHEMBL1126972,7.14
CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,80.0,=,CHEMBL636834,CHEMBL1126972,7.1
CHEMBL155320,Cc1ccc([N+](=O)[O-])cc1,100.0,=,CHEMBL648291,CHEMBL1126157,7.0
CHEMBL155371,COc1ccc2c(c1OC)CC(C)C2=O,19.95,=,CHEMBL648290,CHEMBL1126157,7.7
CHEMBL155746,CN1CCC(/C=C/C=C2\Cc3ccccc3C2=O)CC1,3.0,=,CHEMBL643386,CHEMBL1126158,8.52
CHEMBL155945,CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1,0.82,=,CHEMBL643386,CHEMBL1126158,9.09
CHEMBL156157,CN1CCN(CC2Cc3ccccc3C2=O)CC1,94.0,=,CHEMBL643386,CHEMBL1126158,7.03
CHEMBL156874,CN1CCC(/C=C2\Cc3ccccc3C2=O)CC1,8.4,=,CHEMBL643386,CHEMBL1126158,8.08
CHEMBL157327,Cc1ccc2c(c1)C(=O)C(C)C2,69.18,=,CHEMBL648290,CHEMBL1126157,7.16
CHEMBL158174,Cc1ccccc1CN1CCC(C)CC1,10.0,=,CHEMBL643386,CHEMBL1126158,8.0
CHEMBL158232,CC1CCN(Cc2ccccc2)CC1,5.3,=,CHEMBL643386,CHEMBL1126158,8.28
CHEMBL158242,CCOc1cc2c(cc1OCC)C(=O)C(C)C2,6.31,=,CHEMBL648290,CHEMBL1126157,8.2
CHEMBL158252,CN1CCC(CCC2C(=O)Nc3ccccc3C2=O)CC1,4.2,=,CHEMBL643386,CHEMBL1126158,8.38
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,60.0,=,CHEMBL945890,CHEMBL1141467,7.22
CHEMBL1613299,COc1ccc(NC(=O)C2CCN(C(=O)c3ccccc3)CC2)cc1OC,4.11,=,CHEMBL5241709,CHEMBL5241074,8.39
CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,12.0,=,CHEMBL3071788,CHEMBL3045386,7.92
CHEMBL1642975,CC(C)(C)c1cc[n+](CCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,32.0,=,CHEMBL1646125,CHEMBL1641598,7.5
CHEMBL1642976,CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,16.0,=,CHEMBL1646125,CHEMBL1641598,7.8
CHEMBL1642977,CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,5.0,=,CHEMBL1646125,CHEMBL1641598,8.3
CHEMBL1642978,CC(C)(C)c1cc[n+](CCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,37.0,=,CHEMBL1646125,CHEMBL1641598,7.43
CHEMBL1642979,CC(C)(C)c1cc[n+](CCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,12.0,=,CHEMBL1646125,CHEMBL1641598,7.92
CHEMBL1642980,CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,26.0,=,CHEMBL1646125,CHEMBL1641598,7.58
CHEMBL1642988,CC(C)(C)c1cc[n+](/C=C2\C=CC3=CC/C(=C\[n+]4ccc(C(C)(C)C)cc4)C=C3C2)cc1,24.0,=,CHEMBL1646125,CHEMBL1641598,7.62
CHEMBL1643944,c1ccc2c[n+](CCCCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,50.0,=,CHEMBL1671581,CHEMBL1667816,7.3
CHEMBL1651125,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NC(c1ccccc1)N2,33.11,=,CHEMBL1664219,CHEMBL1649350,7.48
CHEMBL1651126,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CNCCC2,22.91,=,CHEMBL1664219,CHEMBL1649350,7.64
CHEMBL1651127,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCNCC2,25.12,=,CHEMBL1664219,CHEMBL1649350,7.6
CHEMBL1651128,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CNCCO2,39.81,=,CHEMBL1664219,CHEMBL1649350,7.4
CHEMBL1651129,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CC(=O)N3CCC2,3.631,=,CHEMBL1664219,CHEMBL1649350,8.44
CHEMBL1651130,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,9.772,=,CHEMBL1664219,CHEMBL1649350,8.01
CHEMBL1651131,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,2.512,=,CHEMBL1664219,CHEMBL1649350,8.6
CHEMBL1651132,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.288,=,CHEMBL1664219,CHEMBL1649350,8.89
CHEMBL1651133,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,5.129,=,CHEMBL1664219,CHEMBL1649350,8.29
CHEMBL1651134,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,4.898,=,CHEMBL1664219,CHEMBL1649350,8.31
CHEMBL1651136,COc1ccccc1CN1CCC(CCC(=O)c2cc3c4c(ccn4C(=O)CC3)c2)CC1,64.57,=,CHEMBL1664219,CHEMBL1649350,7.19
CHEMBL1651139,O=C(CCC1CCN(Cc2ccccc2O)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.096,=,CHEMBL1664219,CHEMBL1649350,8.96
CHEMBL1651140,O=C(CCC1CCN(Cc2cccc(O)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,8.71,=,CHEMBL1664219,CHEMBL1649350,8.06
CHEMBL1651141,O=C(CCC1CCN(Cc2ccccc2[N+](=O)[O-])CC1)c1cc2c3c(ccn3C(=O)CC2)c1,89.13,=,CHEMBL1664219,CHEMBL1649350,7.05
CHEMBL1651243,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,2.884,=,CHEMBL1664219,CHEMBL1649350,8.54
CHEMBL1651244,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCC(=O)N3CCC2,15.85,=,CHEMBL1664219,CHEMBL1649350,7.8
CHEMBL1651245,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CCC2,52.48,=,CHEMBL1664219,CHEMBL1649350,7.28
CHEMBL1651246,CS(=O)(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,14.13,=,CHEMBL1664219,CHEMBL1649350,7.85
CHEMBL1651247,c1ccc(CN2CCC(CCc3noc4cc(C5CCCCC5)ccc34)CC2)cc1,0.7943,=,CHEMBL1664219,CHEMBL1649350,9.1
CHEMBL1651248,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,4.571,=,CHEMBL1664219,CHEMBL1649350,8.34
CHEMBL1651249,O=C(CCC1CCN(Cc2ccc(O)cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,0.4898,=,CHEMBL1664219,CHEMBL1649350,9.31
CHEMBL1651250,O=C(CCC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,42.66,=,CHEMBL1664219,CHEMBL1649350,7.37
CHEMBL16645,Cc1ccc(O)cc1,1.82,=,CHEMBL648291,CHEMBL1126157,8.74
CHEMBL1669479,C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc1ccccc1Cl,0.7,=,CHEMBL1763498,CHEMBL1759923,9.15
CHEMBL1669486,c1ccc2c[n+](CCCCCCCC[n+]3ccc4ccccc4c3)ccc2c1,5.0,=,CHEMBL1671581,CHEMBL1667816,8.3
CHEMBL1677,Nc1c2c(nc3ccccc13)CCCC2,93.0,=,CHEMBL1769750,CHEMBL1764969,7.03
CHEMBL1678,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,11.6,=,CHEMBL960589,CHEMBL1150773,7.94
CHEMBL168938,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3ccccc3)CC1)C2,58.0,=,CHEMBL3821968,CHEMBL3817803,7.24
CHEMBL170946,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2,88.0,=,CHEMBL3870531,CHEMBL3870312,7.06
CHEMBL172442,CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,77.62,=,CHEMBL638449,CHEMBL1136713,7.11
CHEMBL173018,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,10.96,=,CHEMBL638601,CHEMBL1136713,7.96
CHEMBL173309,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc1ccccc1OC,16.1,=,CHEMBL948464,CHEMBL1152287,7.79
CHEMBL173607,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,16.6,=,CHEMBL638449,CHEMBL1136713,7.78
CHEMBL173935,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,19.5,=,CHEMBL638449,CHEMBL1136713,7.71
CHEMBL174046,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,11.75,=,CHEMBL638449,CHEMBL1136713,7.93
CHEMBL174228,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,56.23,=,CHEMBL638449,CHEMBL1136713,7.25
CHEMBL174710,COc1ccccc1CN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(Cc1ccccc1OC)C(C)C)C(C)C,72.44,=,CHEMBL638449,CHEMBL1136713,7.14
